key_resp_beginning.keys,key_resp_beginning.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_instr_behavior.keys,key_resp_instr_behavior.rt,key_resp_instr_scales.keys,key_resp_instr_scales.rt,key_resp_Instr_SHAPS.keys,key_resp_Instr_SHAPS.rt,key_resp_SHAPS_test.keys,trials_SHAPS.thisRepN,trials_SHAPS.thisTrialN,trials_SHAPS.thisN,trials_SHAPS.thisIndex,trials_SHAPS.ran,statement_SHAPS,control_SHAPS,Item_nr_SHAPS,SHAPSLoop.thisRepN,SHAPSLoop.thisTrialN,SHAPSLoop.thisN,SHAPSLoop.thisIndex,SHAPSLoop.ran,OrderofScales.thisRepN,OrderofScales.thisTrialN,OrderofScales.thisN,OrderofScales.thisIndex,OrderofScales.ran,nRepsPANAS,nRepsBDI,nRepsSHAPS,nRepsSTAI,key_resp.keys,key_resp.rt,key_resp_instr_STAI_state_2.keys,key_resp_instr_STAI_state_2.rt,key_resp_STAI_state_test.keys,key_resp_STAI_state_test.rt,trials_STAI_state.thisRepN,trials_STAI_state.thisTrialN,trials_STAI_state.thisN,trials_STAI_state.thisIndex,trials_STAI_state.ran,text_STAI_state,control_STAI_state,Item_nr_STAI_state,rescore_STAI_state,key_resp_STAI_2.keys,key_resp_STAI_2.rt,key_resp_STAI_trait_test.keys,key_resp_STAI_trait_test.rt,trials_STAI_trait.thisRepN,trials_STAI_trait.thisTrialN,trials_STAI_trait.thisN,trials_STAI_trait.thisIndex,trials_STAI_trait.ran,text_STAI_trait,control_STAI_trait,Item_nr_STAI_trait,rescore_STAI_trait,STAILoop.thisRepN,STAILoop.thisTrialN,STAILoop.thisN,STAILoop.thisIndex,STAILoop.ran,key_resp_PANAS_1.keys,key_resp_PANAS_1.rt,key_resp_PANAS_test.keys,key_resp_PANAS_test.rt,trials_PANAS.thisRepN,trials_PANAS.thisTrialN,trials_PANAS.thisN,trials_PANAS.thisIndex,trials_PANAS.ran,adjective,posneg,panasnum,PANASLoop.thisRepN,PANASLoop.thisTrialN,PANASLoop.thisN,PANASLoop.thisIndex,PANASLoop.ran,key_resp_BDI_1.keys,key_resp_BDI_1.rt,key_resp_BDI_2.keys,key_resp_BDI_2.rt,key_resp_BDI_trials.keys,key_resp_BDI_trials.rt,trials_BDI.thisRepN,trials_BDI.thisTrialN,trials_BDI.thisN,trials_BDI.thisIndex,trials_BDI.ran,Title_BDI,statement_1_BDI,statement_2_BDI,statement_3_BDI,statement_4_BDI,BDILoop.thisRepN,BDILoop.thisTrialN,BDILoop.thisN,BDILoop.thisIndex,BDILoop.ran,key_resp_instr_Social_media_scale.keys,key_resp_instr_Social_media_scale.rt,key_resp_Social_media_scale_test.keys,key_resp_Social_media_scale_test.rt,Social_media_loop.thisRepN,Social_media_loop.thisTrialN,Social_media_loop.thisN,Social_media_loop.thisIndex,Social_media_loop.ran,Social_media_statement,Item_nr,key_resp_instr_1.keys,key_resp_instr_1.rt,key_resp_instr_2.keys,key_resp_instr_2.rt,key_resp_instr_3.keys,key_resp_instr_3.rt,key_resp_instr_4.keys,key_resp_instr_4.rt,key_resp_instr_5.keys,key_resp_instr_5.rt,key_resp_instr_6.keys,key_resp_instr_6.rt,key_resp_instr_7.keys,key_resp_instr_7.rt,key_resp_instr_8.keys,key_resp_instr_8.rt,key_resp_instr_9.keys,key_resp_instr_9.rt,key_resp_instr_practice.keys,key_resp_instr_practice.rt,key_resp_trial.keys,key_resp_trial.corr,key_resp_repeat_practice.keys,key_resp_end_experiment.keys,Practice_A.thisRepN,Practice_A.thisTrialN,Practice_A.thisN,Practice_A.thisIndex,Practice_A.ran,Trial_nr,Block_nr,Block_cond,Symbol_left,Symbol_right,Highlighted,Outcome,corrAns,Image,Trial_within_block,Trial_cond,Block_value,key_ass,answer_left,answer_right,key_resp_trial.rt,key_resp_repeat_practice.rt,key_resp_instr_main_a.keys,key_resp_instr_main_a.rt,key_resp_pause.keys,Main_A.thisRepN,Main_A.thisTrialN,Main_A.thisN,Main_A.thisIndex,Main_A.ran,key_resp_pause.rt,Group_A.thisRepN,Group_A.thisTrialN,Group_A.thisN,Group_A.thisIndex,Group_A.ran,key_resp_memory.keys,key_resp_memory.rt,key_resp_memory_trials.keys,key_resp_memory_trials.rt,memory_loop.thisRepN,memory_loop.thisTrialN,memory_loop.thisN,memory_loop.thisIndex,memory_loop.ran,Memory_cond,Phase,key_resp_end.keys,key_resp_end.rt
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,77,3,acquisition_N,ranch.jpg,cathedral.jpg,right,nl,c,Stimuli/Encoding/StreetSweeper.jpg,13,1,neg,A,Neutral.png,Sad.png,0.8364,,,,,0,76,76,76,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,78,3,acquisition_N,ranch.jpg,cathedral.jpg,right,nl,c,Stimuli/Encoding/PencilCase.jpg,14,1,neg,A,Neutral.png,Sad.png,0.4092,,,,,0,77,77,77,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,79,3,acquisition_N,cathedral.jpg,ranch.jpg,left,loss,c,Stimuli/Encoding/Chair_BeanBag.jpg,15,0,neg,A,Neutral.png,Sad.png,0.518,,,,,0,78,78,78,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,80,3,acquisition_N,cathedral.jpg,ranch.jpg,right,loss,m,Stimuli/Encoding/Boat_Dinghy.jpg,16,1,neg,A,Neutral.png,Sad.png,1.1459,,,,,0,79,79,79,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,81,3,acquisition_N,cathedral.jpg,ranch.jpg,left,nl,c,Stimuli/Encoding/Arch.jpg,17,1,neg,A,Neutral.png,Sad.png,0.6678,,,,,0,80,80,80,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,82,3,acquisition_N,ranch.jpg,cathedral.jpg,left,nl,m,Stimuli/Encoding/Stamp.jpg,18,0,neg,A,Neutral.png,Sad.png,0.6293,,,,,0,81,81,81,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,83,3,acquisition_N,ranch.jpg,cathedral.jpg,right,nl,c,Stimuli/Encoding/Trowel.jpg,19,1,neg,A,Neutral.png,Sad.png,0.6172,,,,,0,82,82,82,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,84,3,acquisition_N,cathedral.jpg,ranch.jpg,left,loss,c,Stimuli/Encoding/PlayerFootball.jpg,20,0,neg,A,Neutral.png,Sad.png,1.2184,,,,,0,83,83,83,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,85,3,acquisition_N,ranch.jpg,cathedral.jpg,left,loss,m,Stimuli/Encoding/JuicerCitrus.jpg,21,1,neg,A,Neutral.png,Sad.png,0.494,,,,,0,84,84,84,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,86,3,acquisition_N,ranch.jpg,cathedral.jpg,right,nl,c,Stimuli/Encoding/Hay.jpg,22,1,neg,A,Neutral.png,Sad.png,0.453,,,,,0,85,85,85,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,87,3,acquisition_N,cathedral.jpg,ranch.jpg,right,loss,m,Stimuli/Encoding/Goat.jpg,23,1,neg,A,Neutral.png,Sad.png,0.3885,,,,,0,86,86,86,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,88,3,acquisition_N,cathedral.jpg,ranch.jpg,right,nl,m,Stimuli/Encoding/Golf_Club.jpg,24,0,neg,A,Neutral.png,Sad.png,0.5583,,,,,0,87,87,87,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,89,3,acquisition_N,ranch.jpg,cathedral.jpg,right,nl,c,Stimuli/Encoding/Desk_School.jpg,25,1,neg,A,Neutral.png,Sad.png,0.5019,,,,,0,88,88,88,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,,,,,,,,90,3,acquisition_N,cathedral.jpg,ranch.jpg,right,loss,m,Stimuli/Encoding/Toy_LambPlushie.jpg,26,1,neg,A,Neutral.png,Sad.png,0.9656,,,,,0,89,89,89,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,91,3,acquisition_N,ranch.jpg,cathedral.jpg,left,loss,m,Stimuli/Encoding/Hippopotamus.jpg,27,1,neg,A,Neutral.png,Sad.png,0.9509,,,,,0,90,90,90,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0,,,,,,,,92,3,acquisition_N,cathedral.jpg,ranch.jpg,right,loss,m,Stimuli/Encoding/Cassette_Audio.jpg,28,1,neg,A,Neutral.png,Sad.png,1.0865,,,,,0,91,91,91,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,93,3,acquisition_N,ranch.jpg,cathedral.jpg,left,loss,m,Stimuli/Encoding/HairScrunchie.jpg,29,1,neg,A,Neutral.png,Sad.png,0.7703,,,,,0,92,92,92,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,94,3,acquisition_N,cathedral.jpg,ranch.jpg,right,loss,m,Stimuli/Encoding/Ball_Disco.jpg,30,1,neg,A,Neutral.png,Sad.png,0.6907,,,,,0,93,93,93,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,95,3,acquisition_N,cathedral.jpg,ranch.jpg,left,nl,c,Stimuli/Encoding/Fryingpan.jpg,31,1,neg,A,Neutral.png,Sad.png,0.7843,,,,,0,94,94,94,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,96,3,acquisition_N,ranch.jpg,cathedral.jpg,right,nl,c,Stimuli/Encoding/Bowl_Sugar.jpg,32,1,neg,A,Neutral.png,Sad.png,0.8533,,,,,0,95,95,95,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,97,4,reversal_N_P,cathedral.jpg,ranch.jpg,right,r,m,Stimuli/Encoding/Stool_Metal.jpg,1,1,pos,A,Neutral.png,Happy.png,1.1046,,,,,0,96,96,96,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,98,4,reversal_N_P,ranch.jpg,cathedral.jpg,right,nr,c,Stimuli/Encoding/Lens_Camera.jpg,2,1,pos,A,Neutral.png,Happy.png,0.73,,,,,0,97,97,97,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,99,4,reversal_N_P,ranch.jpg,cathedral.jpg,left,r,m,Stimuli/Encoding/Toy_MerryGoRound.jpg,3,1,pos,A,Neutral.png,Happy.png,0.4728,,,,,0,98,98,98,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,100,4,reversal_N_P,ranch.jpg,cathedral.jpg,right,nr,c,Stimuli/Encoding/Glove_Baseball.jpg,4,1,pos,A,Neutral.png,Happy.png,0.5017,,,,,0,99,99,99,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,101,4,reversal_N_P,cathedral.jpg,ranch.jpg,right,r,m,Stimuli/Encoding/Abacus.jpg,5,1,pos,A,Neutral.png,Happy.png,0.6353,,,,,0,100,100,100,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,102,4,reversal_N_P,ranch.jpg,cathedral.jpg,right,nr,c,Stimuli/Encoding/Shoes_DutchClogs.jpg,6,1,pos,A,Neutral.png,Happy.png,0.4198,,,,,0,101,101,101,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,103,4,reversal_N_P,ranch.jpg,cathedral.jpg,right,r,c,Stimuli/Encoding/SiloGrain.jpg,7,0,pos,A,Neutral.png,Happy.png,0.5347,,,,,0,102,102,102,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,104,4,reversal_N_P,cathedral.jpg,ranch.jpg,left,nr,c,Stimuli/Encoding/Chair_Office.jpg,8,1,pos,A,Neutral.png,Happy.png,0.4796,,,,,0,103,103,103,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,105,4,reversal_N_P,ranch.jpg,cathedral.jpg,left,r,m,Stimuli/Encoding/Tractor_Yellow.jpg,9,1,pos,A,Neutral.png,Happy.png,0.7037,,,,,0,104,104,104,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,106,4,reversal_N_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/Inukshuk.jpg,10,0,pos,A,Neutral.png,Happy.png,0.2969,,,,,0,105,105,105,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,107,4,reversal_N_P,ranch.jpg,cathedral.jpg,right,nr,c,Stimuli/Encoding/Toy_ElephantPlastic.jpg,11,1,pos,A,Neutral.png,Happy.png,0.5346,,,,,0,106,106,106,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,108,4,reversal_N_P,cathedral.jpg,ranch.jpg,right,r,m,Stimuli/Encoding/Barrel_Wine.jpg,12,1,pos,A,Neutral.png,Happy.png,0.5189,,,,,0,107,107,107,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,109,4,reversal_N_P,cathedral.jpg,ranch.jpg,right,nr,m,Stimuli/Encoding/ProcessorFood_Old.jpg,13,0,pos,A,Neutral.png,Happy.png,0.585,,,,,0,108,108,108,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,110,4,reversal_N_P,ranch.jpg,cathedral.jpg,left,r,m,Stimuli/Encoding/Fridge.jpg,14,1,pos,A,Neutral.png,Happy.png,0.6182,,,,,0,109,109,109,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,111,4,reversal_N_P,ranch.jpg,cathedral.jpg,right,nr,c,Stimuli/Encoding/Bread_Melon.jpg,15,1,pos,A,Neutral.png,Happy.png,0.7208,,,,,0,110,110,110,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,112,4,reversal_N_P,cathedral.jpg,ranch.jpg,left,r,c,Stimuli/Encoding/Broom_Short.jpg,16,0,pos,A,Neutral.png,Happy.png,0.3339,,,,,0,111,111,111,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,,,,,,,,113,4,reversal_N_P,cathedral.jpg,ranch.jpg,left,nr,c,Stimuli/Encoding/Socks_Baby.jpg,17,1,pos,A,Neutral.png,Happy.png,0.3806,,,,,0,112,112,112,1,,,,,,,,,,,,,,,,,,,
,,8,001,2023-09-27_13h50.01.065,Experiment_Tuerk,2022.2.4,Win32,58.69577977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,,,,,,,,114,4,reversal_N_P,cathedral.jpg,ranch.jpg,right,r,m,Stimuli/Encoding/Statue_Jesus.jpg,18,1,pos,A,Neutral.png,Happy.png,0.3444,,,,,0,113,113,113,1,,,,,,,,,,,,,,,,,,,
